2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 80 - Energy (kJ/mole): -1266306.8178137073
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 81 - Energy (kJ/mole): -1267317.661563727
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 82 - Energy (kJ/mole): -1268959.3334386996
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 83 - Energy (kJ/mole): -1270296.341251225
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 84 - Energy (kJ/mole): -1272670.333438731
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 85 - Energy (kJ/mole): -1272125.8764074773
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 86 - Energy (kJ/mole): -1272546.6146887082
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 87 - Energy (kJ/mole): -1273327.6889074482
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 88 - Energy (kJ/mole): -1275995.4467199687
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 89 - Energy (kJ/mole): -1276082.1537512178
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 90 - Energy (kJ/mole): -1276572.2475012098
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 91 - Energy (kJ/mole): -1277496.060001199
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 92 - Energy (kJ/mole): -1278115.6771887222
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 93 - Energy (kJ/mole): -1278581.548282461
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 94 - Energy (kJ/mole): -1280876.21234496
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 95 - Energy (kJ/mole): -1281198.7592199692
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 96 - Energy (kJ/mole): -1281966.9350012355
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 97 - Energy (kJ/mole): -1282445.7553137117
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 98 - Energy (kJ/mole): -1284385.860782439
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 99 - Energy (kJ/mole): -1283889.3568762199
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 100 - Energy (kJ/mole): -1284225.278751204
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 101 - Energy (kJ/mole): -1284832.618594957
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 102 - Energy (kJ/mole): -1286580.4310949438
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 103 - Energy (kJ/mole): -1286910.036563699
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 104 - Energy (kJ/mole): -1287551.173282463
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 105 - Energy (kJ/mole): -1288454.6146887161
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 106 - Energy (kJ/mole): -1288158.9935949633
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 107 - Energy (kJ/mole): -1289560.3959387075
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 108 - Energy (kJ/mole): -1290159.9154699778
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 109 - Energy (kJ/mole): -1291269.665469976
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 110 - Energy (kJ/mole): -1291493.1420324696
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 111 - Energy (kJ/mole): -1292337.9896887043
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 112 - Energy (kJ/mole): -1293335.294376216
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 113 - Energy (kJ/mole): -1293782.407657445
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 114 - Energy (kJ/mole): -1294350.3764074333
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 115 - Energy (kJ/mole): -1295019.8178137196
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 116 - Energy (kJ/mole): -1296192.079532421
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 117 - Energy (kJ/mole): -1296933.6381262066
2026/03/19 05:36:30 tmp_9wpfnyv,line: 60     INFO | Iteration: 118 - Energy (kJ/mole): -1298168.3451574394
